Bagnall,http://zotero.org/groups/1051264/items/VQDTRNTR,Evidence and models for the economy of Roman Egypt,{'date-parts': [['2005']]}
Bagnall,http://zotero.org/groups/1051264/items/ZGIXWWVN,The effects of plague: model and evidence,{'date-parts': [['2002']]}
Bablitz,http://zotero.org/groups/1051264/items/UISQPPBD,Actors and Audience in the Roman Courtroom,{'date-parts': [['2007']]}
Audollant,http://zotero.org/groups/1051264/items/8AH4SSIA,"Carthage romaine, 146 avant Jésus-Christ-698 après Jésus-Christ;",{'date-parts': [['1901']]}
Árnason,http://zotero.org/groups/1051264/items/AQ423G7J,Axial civilizations and world history,{'date-parts': [['2005']]}
Arjomand,http://zotero.org/groups/1051264/items/M548B4DK,Social theory and regional studies in the global age,{'date-parts': [['2014']]}
Aoki,http://zotero.org/groups/1051264/items/RS73HWTJ,Endogenizing institutions and institutional changes,{'date-parts': [['2007']]}
Andreau,http://zotero.org/groups/1051264/items/4JPU6XKB,Fondations privées et rapports sociaux en Italie romaine.”,{'date-parts': [['1977']]}
Andreau,http://zotero.org/groups/1051264/items/X599E9JT,"Patrimoines, échanges et prêts d'argent: l'économie romaine",{'date-parts': [['1997']]}
Andreau,http://zotero.org/groups/1051264/items/KHJFVHZN,La cité romaine dans ses rapports à l'échange et au monde de l'échange,{'date-parts': [['1994']]}
Aminzade,http://zotero.org/groups/1051264/items/EWMUFGUD,Silence and voice in the study of contentious politics,{'date-parts': [['2001']]}
Amandry,http://zotero.org/groups/1051264/items/D62KC7EJ,Une bourse de sesterces du IIe siècle découverte à Bourges.,{'date-parts': [['1987']]}
AMANDRY,http://zotero.org/groups/1051264/items/3EEGPGMW,Le trésor de Bourg-Blanc 1989 (Finistère),{'date-parts': [['2005']]}
Alston,http://zotero.org/groups/1051264/items/77JAE3C4,Urbanism and the Urban Community in Roman Egypt,{'date-parts': [['1997']]}
Allen,http://zotero.org/groups/1051264/items/3IG6AJ9F,How Prosperous were the Romans? Evidence from Diocletian's Price Edict (AD 301),{'date-parts': [['2009']]}
Acemoglu,http://zotero.org/groups/1051264/items/QP43CJEH,Reversal of fortune: Geography and institutions in the making of the modern world income distribution,{'date-parts': [['2001']]}
Abreu Funari,http://zotero.org/groups/1051264/items/S429FIMR,Baetica and the Dressel 20 production An outline of the province's history,{'date-parts': [['1994']]}
Abdy,http://zotero.org/groups/1051264/items/FINQ9KUT,The Severans,{'date-parts': [['2012']]}
Abdy,http://zotero.org/groups/1051264/items/SA88KUC6,"Curridge, Berkshire: 425 sestertii and lower denominations to AD 209",{'date-parts': [['2002']]}
Abdy,http://zotero.org/groups/1051264/items/PTHCAANM,"South Wonston, Hampshire: 45 sestertii and 1 dupondius to AD 192",{'date-parts': [['2002']]}
Abascal,http://zotero.org/groups/1051264/items/VDIVCRAC,Un tesoro de sestercios romanos procedente del Territorium de Dianium (Hispania Citerior),{'date-parts': [['1995']]}
Zwart,http://zotero.org/groups/1051264/items/P6GIBKM6,"Labor, wages, and living standards in Java, 1680–1914",{'date-parts': [['2015']]}
Zubaida,http://zotero.org/groups/1051264/items/TD5WPQ78,Law and power in the Islamic world,{'date-parts': [['2003']]}
Zelener,http://zotero.org/groups/1051264/items/E85SFKRA,Market Dynamics in Roman North Africa,{'date-parts': [['2000']]}
Zadorozhny,http://zotero.org/groups/1051264/items/5TH6Q8XI,Collaborative for historical information and analysis: Vision and work plan,{'date-parts': [['2013']]}
Young,http://zotero.org/groups/1051264/items/SJTFUSUM,Gender Equality,{'date-parts': [['2013']]}
Woolf,http://zotero.org/groups/1051264/items/EDABR9KA,Becoming Roman: the origins of provincial civilization in Gaul,{'date-parts': [['1998']]}
Woolf,http://zotero.org/groups/1051264/items/GVWKSKUK,Only Connect? Network analysis and religious change in the Roman World,{'date-parts': [['2016']]}
Wittrock,http://zotero.org/groups/1051264/items/D4MWNF62,The meaning of the axial age,{'date-parts': [['2005']]}
Witt,http://zotero.org/groups/1051264/items/4MNUNMTG,What is specific about evolutionary economics?,{'date-parts': [['2008']]}
Witt,http://zotero.org/groups/1051264/items/G6FHW7FS,The evolving economy,{'date-parts': [['2003']]}
Witschel,http://zotero.org/groups/1051264/items/FVQNSVVR,"Krise, Rezession, Stagnation?: der Westen des römischen Reiches im 3. Jahrhundert n. Chr",{'date-parts': [['1999']]}
Wilson,http://zotero.org/groups/1051264/items/DVBZCV96,A forum on trade,{'date-parts': [['2012']]}
Wilson,http://zotero.org/groups/1051264/items/5WJF5ICB,Evolution as a general theoretical framework for economics and public policy,{'date-parts': [['2013']]}
Wilson,http://zotero.org/groups/1051264/items/SCRSBHAB,"Darwin's cathedral: evolution, religion, and the nature of society",{'date-parts': [['2002']]}
Grinin,http://zotero.org/groups/1051264/items/FKXZRHD6,Great Divergence and Great Convergence: A Global Perspective,{'date-parts': [['2015']]}
Gricourt,http://zotero.org/groups/1051264/items/G6VVKJHN,Les productions monétaires de Postume en 268-269 et celles de Lélien (269). Nouvelles propositions,{'date-parts': [['2010']]}
Greif,http://zotero.org/groups/1051264/items/52NAZ7QM,Institutions: Rules or Equilibria?,{'date-parts': [['2011']]}
Greif,http://zotero.org/groups/1051264/items/WFZZRRAD,"Commitment, coercion and markets: the nature and dynamics of institutions supporting exchange",{'date-parts': [['2005']]}
Greif,http://zotero.org/groups/1051264/items/MSG236WH,Comment on Hitchner and Saller,{'date-parts': [['2005']]}
Goldsworthy,http://zotero.org/groups/1051264/items/QPK842AR,Caesar: Life of a Colossus,{'date-parts': [['2008']]}
Goldstone,http://zotero.org/groups/1051264/items/PIJ56HZP,Political demography: how population changes are reshaping international security and national politics,{'date-parts': [['2011']]}
Goldstone,http://zotero.org/groups/1051264/items/QQWNFSI8,Unraveling the mystery of economic growth,{'date-parts': [['2007']]}
Goldstone,http://zotero.org/groups/1051264/items/AU45NQT7,"Efflorescences and Economic Growth in World History: Rethinking the ""Rise of the West"" and the Industrial Revolution",{'date-parts': [['2002']]}
Going,http://zotero.org/groups/1051264/items/AUN7G3MB,Economic ‘Long Waves' in the Roman Period? A Reconnaissance of the Romano-British Ceramic Evidence,{'date-parts': [['1992']]}
Gelman,http://zotero.org/groups/1051264/items/G6FHVKEH,Bayesian data analysis,{'date-parts': [['2014']]}
Gellner,http://zotero.org/groups/1051264/items/XBQVD43G,Nations and nationalism,{'date-parts': [['1983']]}
Gebert,http://zotero.org/groups/1051264/items/H2NW3DMW,Proceedings: Adrenergic and non-adrenergic transmitter systems in vascular smooth muscle,{'date-parts': [['1976']]}
Garnsey,http://zotero.org/groups/1051264/items/RP7QWUGR,Trade and famine in classical antiquity,{'date-parts': [['1983']]}
Garnsey,http://zotero.org/groups/1051264/items/66J6Q785,Legal Privilege in the Roman Empire,{'date-parts': [['1968']]}
Garnsey,http://zotero.org/groups/1051264/items/HMFTDWG2,Honorarium decurionatus,{'date-parts': [['1971']]}
Garnsey,http://zotero.org/groups/1051264/items/IXR5DXS6,Taxatio and pollicitatio in roman Africa,{'date-parts': [['1971']]}
Garnsey,http://zotero.org/groups/1051264/items/5DIZA9QZ,Non-slave labour in the Greco-Roman world,{'date-parts': [['1980']]}
Garnsey,http://zotero.org/groups/1051264/items/7ME279BX,Famine and Food Supply in the Graeco-Roman World: Responses to Risk and Crisis,{'date-parts': [['1989']]}
García Morcillo,http://zotero.org/groups/1051264/items/ZG3GAW9A,"Auctions, Bankers, and Public Finances in the Roman World",{'date-parts': [['2008']]}
Gabrielli,http://zotero.org/groups/1051264/items/7U3XHE6Q,Pecuniae publicae...ne otiosae iacent (Plin. Epist. 10.54): Strategie finanziarie nell'amministrazione provinciale,{'date-parts': [['2006']]}
Fulford,http://zotero.org/groups/1051264/items/ECHRB539,Economic hotspots and provincial backwaters: Modelling the late Roman economy,{'date-parts': [['1996']]}
Fukuyama,http://zotero.org/groups/1051264/items/MZNM92HJ,The Patterns of History,{'date-parts': [['2012']]}
Fukuyama,http://zotero.org/groups/1051264/items/P9T5BKHG,The origins of political order: from prehuman times to the French Revolution,{'date-parts': [['2011']]}
Frayn,http://zotero.org/groups/1051264/items/TSTFNSTC,Markets and fairs in Roman Italy: their social and economic importance from the second century BC to the third century AD,{'date-parts': [['1993']]}
François,http://zotero.org/groups/1051264/items/9XMFDV7N,"‘A Little Britain on the Continent': British Perceptions of Belgium, 1830-1870",{'date-parts': [['2010']]}
Foucher,http://zotero.org/groups/1051264/items/UI642PXU,Hadrumetum.,{'date-parts': [['1964']]}
Foldvari,http://zotero.org/groups/1051264/items/IDJN39N5,Comparing Per Capita Income in the Hellenistic World: The Case of Mesopotamia,{'date-parts': [['2012']]}
Flohr,http://zotero.org/groups/1051264/items/SWIUD2N9,Urban Craftsmen and Traders in the Roman World,{'date-parts': [['2016']]}
Fischer,http://zotero.org/groups/1051264/items/HKS9BA8B,Die Krise des 3. Jahrhunderts n. Chr. und das Gallische Sonderreich: Akten des interdisziplinären Kolloquiums Xanten 26. bis 28. Februar 2009,{'date-parts': [['2012']]}
Fentress,http://zotero.org/groups/1051264/items/K58AQPQI,The hole in the doughnut,{'date-parts': [['2001']]}
Fentress,http://zotero.org/groups/1051264/items/RTB66DER,"Romanization and the city: creation, transformations, and failures : proceedings of a conference held at the American Academy in Rome to celebrate the 50th anniversary of the excavations at Cosa, 14-16 May, 1998",{'date-parts': [['2000']]}
Evans,http://zotero.org/groups/1051264/items/NSADDR7T,The age of Justinian the circumstances of imperial power,{'date-parts': [['1996']]}
Estiot,http://zotero.org/groups/1051264/items/UIJZXSNE,"Circulation monétaire globale, circulation monétaire régionale: possibilités d'une approche? Quelques réflexions sur la région rhodano-alpine à l'époque romaine",{'date-parts': [['2002']]}
Erdkamp,http://zotero.org/groups/1051264/items/E5SZ6WIZ,Ownership and Exploitation of Land and Natural Resources in the Roman World,{'date-parts': [['2015']]}
Erdkamp,http://zotero.org/groups/1051264/items/2TASAMUE,Beyond the Limits of the'Consumer City'. A Model of the Urban and Rural Economy in the Roman World,{'date-parts': [['2001']]}
Erdkamp,http://zotero.org/groups/1051264/items/NCNQFCS5,Economic growth in the Roman Mediterranean world: An early good-bye to Malthus?,{'date-parts': [['2015']]}
Erdkamp,http://zotero.org/groups/1051264/items/6MMU42IZ,The Roman army and the economy,{'date-parts': [['2002']]}
Elkins,http://zotero.org/groups/1051264/items/KI3GECIC,"Coins, contexts, and an iconographic approach for the 21st century",{'date-parts': [['2009']]}
Eisenstadt,http://zotero.org/groups/1051264/items/4TESPKPW,Japanese civilization: a comparative view,{'date-parts': [['1996']]}
Eisenstadt,http://zotero.org/groups/1051264/items/TA4G2BR7,"Origins and Diversity of Axial Age Civilizations, The",{'date-parts': [['1986']]}
Edwell,http://zotero.org/groups/1051264/items/GTMHSGIU,"Between Rome and Persia: the middle Euphrates, Mesopotamia and Palmyra under Roman control",{'date-parts': [['2008']]}
Eckstein,http://zotero.org/groups/1051264/items/HF2FTQNJ,"Mediterranean anarchy, interstate war, and the rise of Rome",{'date-parts': [['2006']]}
Eckstein,http://zotero.org/groups/1051264/items/A26NKW6B,"Rome enters the Greek East: from anarchy to hierarchy in the Hellenistic Mediterranean, 230-170 BC",{'date-parts': [['2008']]}
Eck,http://zotero.org/groups/1051264/items/GK3Q6BRQ,Die staatliche Organisation Italiens in der hohen Kaiserzeit.,{'date-parts': [['1979']]}
Eck,http://zotero.org/groups/1051264/items/6XW6NHKV,Das Gallische Sonderreich: Eine Einführung zum Stand der Forschung,{'date-parts': [['2012']]}
Ebert,http://zotero.org/groups/1051264/items/IFB2XAK5,"Rage and the Word: Gilgamesh, Akhenaten, Moses and the Birth of the Metaphysical Age",{'date-parts': [['2014']]}
Duval,http://zotero.org/groups/1051264/items/QWCSNMRX,Les ruines de Sufetula Sbeitla,{'date-parts': [['1973']]}
Dunn,http://zotero.org/groups/1051264/items/NVM87Z22,The New World History: A Field Guide for Teachers and Researchers,{'date-parts': [['2016']]}
Duncan-Jones,http://zotero.org/groups/1051264/items/R2BC96X6,Structure and scale in the Roman economy,{'date-parts': [['1990']]}
Duncan-Jones,http://zotero.org/groups/1051264/items/KCK24ZMN,The Economy of the Roman Empire: Quantitative studies.,{'date-parts': [['1982']]}
Dunant,http://zotero.org/groups/1051264/items/GCD9U4Q3,Notice sur la régence de Tunis.,{'date-parts': [['1975']]}
Duiker,http://zotero.org/groups/1051264/items/ZJIXXT7F,Cengage Advantage Books: World History,{'date-parts': [['2015']]}
Drinkwater,http://zotero.org/groups/1051264/items/FIMMFVRM,"The Gallic empire separatism and continuity in the North-Western provinces of the Roman Empire, A.D. 260-274",{'date-parts': [['1987']]}
Donald,http://zotero.org/groups/1051264/items/XNWPCDWS,Origins of the modern mind: Three stages in the evolution of culture and cognition,{'date-parts': [['1991']]}
Domergue,http://zotero.org/groups/1051264/items/Z5TQEVHB,Les mines de la péninsule ibérique dans l'Antiquité romaine,{'date-parts': [['1990']]}
Dietz,http://zotero.org/groups/1051264/items/VMM9PWJB,Senatus contra principem: Untersuchungen zur senatorischen Opposition gegen Kaiser Maximinus Thrax,{'date-parts': [['1980']]}
Depeyrot,http://zotero.org/groups/1051264/items/5QSVGJRD,La propagande monétaire (64-235) et le trésor de Marcianopolis (251),{'date-parts': [['2004']]}
Denoix,http://zotero.org/groups/1051264/items/KMSFUNIH,Les notions de “privé” et de “public” dans le monde musulman sunnite médiéval,{'date-parts': [['2002']]}
DeCaroli,http://zotero.org/groups/1051264/items/XDQB9WEG,Haunting the Buddha : Indian popular religions and the formation of Buddhism,{'date-parts': [['2004']]}
Vos,http://zotero.org/groups/1051264/items/RFXFFXRJ,"The Rural Landscape of Thugga: Farms, Presses, Mills, and Transport",{'date-parts': [['2013']]}
Pleijt,http://zotero.org/groups/1051264/items/RZWQQSAZ,"Accounting for the ‘Little Divergence'What drove economic growth in preindustrial Europe, 1300-1800?",{'date-parts': [['2013']]}
Blois,http://zotero.org/groups/1051264/items/WSJ2QTIJ,"The impact of the Roman army (200 BC-AD 476): economic, social, political, religious, and cultural aspects : proceedings of the Sixth Workshop of the International Network Impact of Empire (Roman Empire, 200 B.C.-A.D. 476), Capri, March 29-April 2, 2005",{'date-parts': [['2007']]}
Blois,http://zotero.org/groups/1051264/items/ZWSZVAWZ,The Military Factor in the Onset of Crises in the Roman Empire in the Third Century AD,{'date-parts': [['2007']]}
Daftary,http://zotero.org/groups/1051264/items/EFN85SSW,The Isma'ilis: Their History and Doctrines,{'date-parts': [['2007']]}
Crone,http://zotero.org/groups/1051264/items/2KRRGFPQ,Pre-industrial societies,{'date-parts': [['1989']]}
Crawford,http://zotero.org/groups/1051264/items/X3E7482J,"Finance, coinage and money from the severans to Constantine",{'date-parts': [['1975']]}
Coyle,http://zotero.org/groups/1051264/items/5V6UU92R,GDP: a brief and affectionate history.,{'date-parts': [['2014']]}
"Cornell, Timothy J.",http://zotero.org/groups/1051264/items/A463HT2M,'Bread and Circuses': Euergetism and Municipal Patronage in Roman Italy,{'date-parts': [['2003']]}
Constans,http://zotero.org/groups/1051264/items/MX2XD669,Gigthis: étude historique d'histoire et d'archéologie sur un emporium de la Petite Syrte,{'date-parts': [['1916']]}
Connolly,http://zotero.org/groups/1051264/items/HBIBKGU4,Rhetorical Education,{'date-parts': [['2011']]}
Colpe,http://zotero.org/groups/1051264/items/85P72SKV,Development of religious thought,{'date-parts': [['1983']]}
Collier,http://zotero.org/groups/1051264/items/DQ9W8CCE,Introduction to the second edition: a sea change in political methodology,{'date-parts': [['2010']]}
Cleary,http://zotero.org/groups/1051264/items/TI5IAXQI,"The Roman West, AD 200–500: An Archaeological Study",{'date-parts': [['2013']]}
Clark,http://zotero.org/groups/1051264/items/4HXD2C4J,The Oxford handbook of cities in world history,{'date-parts': [['2013']]}
Clark,http://zotero.org/groups/1051264/items/D7QIE2AM,A Farewell to Alms: A Brief Economic History of the World,{'date-parts': [['2007']]}
Claessen,http://zotero.org/groups/1051264/items/E7CWN9S7,The early state,{'date-parts': [['1978']]}
Churchland,http://zotero.org/groups/1051264/items/55HP2NAK,Braintrust: What Neuroscience Tells Us about Morality,{'date-parts': [['2011']]}
Christian,http://zotero.org/groups/1051264/items/U6H2QTFB,"Maps of Time: An Introduction to Big History, With a New Preface",{'date-parts': [['2011']]}
Chase-Dunn,http://zotero.org/groups/1051264/items/6XJ8UJAA,The changing role of cities in world-systems,{'date-parts': [['1992']]}
Charles-Picard,http://zotero.org/groups/1051264/items/SFHVNIGH,Mactar.,{'date-parts': [['1954']]}
Charles-Picard,http://zotero.org/groups/1051264/items/CUDZHFXB,Carthage,{'date-parts': [['1964']]}
Chandler,http://zotero.org/groups/1051264/items/AXUKZQ4M,A history of Cambodia,{'date-parts': [['1983']]}
Castells-Quintana,http://zotero.org/groups/1051264/items/HSIP2HZC,Climate change and the geographical and institutional drivers of economic development,{'date-parts': [['2015']]}
Carrié,http://zotero.org/groups/1051264/items/G953GAED,Solidus et credit: qu'est-ce que l'or a pu changer?,{'date-parts': [['2003']]}
Carneiro,http://zotero.org/groups/1051264/items/X2MWUAVC,The circumscription theory,{'date-parts': [['1988']]}
Carmichael,http://zotero.org/groups/1051264/items/ZCI6BTU5,The European Marriage Pattern and Its Measurement,{'date-parts': [['2016']]}
Carlsen,http://zotero.org/groups/1051264/items/ZPTEW242,Property and Production in the Segermes Valley during the Roman Era,{'date-parts': [['2000']]}
Campo,http://zotero.org/groups/1051264/items/E4EM62CX,El tesoro de Talamanca. Sextercios de Tito a Gordiano III.,{'date-parts': [['1977']]}
Camodeca,http://zotero.org/groups/1051264/items/JMH9S3JT,Ricerche sui curatores rei publicae,{'date-parts': [['1975']]}
Camerer,http://zotero.org/groups/1051264/items/C7F299UT,Neuroeconomics: How Neuroscience Can Inform Economics,{'date-parts': [['2005']]}
Camerer,http://zotero.org/groups/1051264/items/599QT2C8,Behavioral economics: Reunifying psychology and economics,{'date-parts': [['1999']]}
Caley,http://zotero.org/groups/1051264/items/3S7GEF7X,"Orichalcum and related ancient alloys: origin, composition, and manufacture, with special reference to the coinage of the Roman Empire.",{'date-parts': [['1964']]}
Čajanov,http://zotero.org/groups/1051264/items/4UPT83HM,A.V. Chayanov theory of peasant economy,{'date-parts': [['1986']]}
Adams,http://zotero.org/groups/1051264/items/T55FPSF7,Land transport in {Roman} {Egypt} a study of economics and administration in a {Roman} province,{'date-parts': [['2007']]}
Butzer,http://zotero.org/groups/1051264/items/UIT564D3,Early hydraulic civilization in Egypt: a study in cultural ecology,{'date-parts': [['1976']]}
Burton,http://zotero.org/groups/1051264/items/M7QQD7JS,"The Roman imperial state, provincial governors and the public finances of provincial cities, 27 BC-AD 235",{'date-parts': [['2004']]}
Burns,http://zotero.org/groups/1051264/items/WTJAGKV8,"Rome and the Barbarians, 100 B.C.–A.D. 400",{'date-parts': [['2003']]}
Burnett,http://zotero.org/groups/1051264/items/HRQMA7DX,Roman coins from India and Sri Lanka,{'date-parts': [['1998']]}
Burnett,http://zotero.org/groups/1051264/items/PPRWCJXZ,Coins,{'date-parts': [['1991']]}
Buckley,http://zotero.org/groups/1051264/items/CPBNW8HJ,"Climate as a contributing factor in the demise of Angkor, Cambodia",{'date-parts': [['2010']]}
Bruun,http://zotero.org/groups/1051264/items/GJPNJGW4,The Antonine plague and the ‘third-century crisis',{'date-parts': [['2007']]}
Brookfield,http://zotero.org/groups/1051264/items/FSA4MQC5,"Intensification, and alternative approaches to agricultural change",{'date-parts': [['2001']]}
Broadberry,http://zotero.org/groups/1051264/items/NKI96BUK,"The historical roots of {India}'s service-led development: {A} sectoral analysis of {Anglo}-{Indian} productivity differences, 1870–2000",{'date-parts': [['2010']]}
Broadberry,http://zotero.org/groups/1051264/items/GDE6QB5J,British economic growth : 1270 - 1870,{'date-parts': [['2010']]}
Brewster,http://zotero.org/groups/1051264/items/FB5T7926,Roman craftsmen and tradesmen of the early empire.,{'date-parts': [['1972']]}
Bresson,http://zotero.org/groups/1051264/items/MMHV43HP,"Electrum coins, currency exchange and transaction costs in archaic and classical greece",{'date-parts': [['2009']]}
Bresson,http://zotero.org/groups/1051264/items/E67SKNKF,The Athenian Mint in the Second Century BC and the Amphictionic Decree,{'date-parts': [['2006']]}
Brennan,http://zotero.org/groups/1051264/items/56PIZ7I8,Publishing social sciences datasets as linked data: a political violence case study,{'date-parts': [['2013']]}
Bransbourg,http://zotero.org/groups/1051264/items/5NDXJSFA,Fiscalité impériale et finances municipales au IVe siècle,{'date-parts': [['2008']]}
Bransbourg,http://zotero.org/groups/1051264/items/G98DQCF3,Les états de l'inflation,{'date-parts': [['2013']]}
Brady,http://zotero.org/groups/1051264/items/TDE96XX5,"Rethinking social inquiry: Diverse tools, shared standards",{'date-parts': [['2010']]}
Boyd,http://zotero.org/groups/1051264/items/RHDIG47D,Culture and the evolution of human cooperation,{'date-parts': [['2009']]}
Boyce,http://zotero.org/groups/1051264/items/DKWCGHC8,A history of Zoroastrianism,{'date-parts': [['1996']]}
Boy,http://zotero.org/groups/1051264/items/DG22928X,Inventing the axial age: the origins and uses of a historical concept,{'date-parts': [['2013']]}
Bowman,http://zotero.org/groups/1051264/items/935X2RIE,Quantifying the Roman economy: methods and problems,{'date-parts': [['2009']]}
Bowman,http://zotero.org/groups/1051264/items/FFMII77V,"Settlement, urbanization, and population",{'date-parts': [['2011']]}
Bowman,http://zotero.org/groups/1051264/items/J2CRPRWJ,The Cambridge Ancient History,{'date-parts': [['1996']]}
Bowles,http://zotero.org/groups/1051264/items/X569KKJU,Coevolution of farming and private property during the early Holocene,{'date-parts': [['2013']]}
Bourdieu,http://zotero.org/groups/1051264/items/3R84GC4J,Algeria 1960: the disenchantment of the world : the sense of honour : the Kabyle house or the world reversed : essays,{'date-parts': [['1979']]}
Bottero,http://zotero.org/groups/1051264/items/HGWSU2NZ,Stratification: Social Division and Inequality,{'date-parts': [['2004']]}
Bottéro,http://zotero.org/groups/1051264/items/7EKFX9RN,Everyday life in ancient Mesopotamia,{'date-parts': [['2001']]}
Bonifay,http://zotero.org/groups/1051264/items/58GSCAER,Que transportaient donc les amphores africaines,{'date-parts': [['2007']]}
Boix,http://zotero.org/groups/1051264/items/DBBXGIGN,"Democracy, development, and the international system",{'date-parts': [['2011']]}
Boix,http://zotero.org/groups/1051264/items/5A38DE98,Political Order and Inequality: Their Foundations and Their Consequences for Human Welfare,{'date-parts': [['2015']]}
Boissier,http://zotero.org/groups/1051264/items/7PNJDSB4,L'Afrique romaine,{'date-parts': [['1895']]}
Bohec,http://zotero.org/groups/1051264/items/PI2A25HI,The Imperial Roman Army,{'date-parts': [['2013']]}
Bodde,http://zotero.org/groups/1051264/items/JXETGS73,The state and empire of Ch'in,{'date-parts': [['1986']]}
Boatwright,http://zotero.org/groups/1051264/items/TJS8WQ3X,Hadrian and the cities of the Roman empire,{'date-parts': [['2000']]}
Blyth,http://zotero.org/groups/1051264/items/5UGGTH7R,Karnak evolution of a temple,{'date-parts': [['2006']]}
Bland,http://zotero.org/groups/1051264/items/KB6UQ2GD,Hoarding in Britain: an overview,{'date-parts': [['2013']]}
Bland,http://zotero.org/groups/1051264/items/I5JZ29IZ,"The development of gold and silver coin denominations, AD 193-253",{'date-parts': [['1996']]}
Bizer,http://zotero.org/groups/1051264/items/QB3D7H9A,Linked data-the story so far,{'date-parts': [['2009']]}
Bintliff,http://zotero.org/groups/1051264/items/7J5C7N6P,The Hellenistic to Roman Mediterranean: a proto-capitalist revolution?,{'date-parts': [['2013']]}
Bielenstein,http://zotero.org/groups/1051264/items/29QAXRRM,The bureaucracy of Han times,{'date-parts': [['1980']]}
Benton,http://zotero.org/groups/1051264/items/D64UN8PB,"Evolution in four dimensions: Genetic, epigenetic, behavioral, and symbolic variation in the history of life",{'date-parts': [['2005']]}
Bennison,http://zotero.org/groups/1051264/items/755RHABD,The great caliphs: the golden age of the 'Abbasid Empire,{'date-parts': [['2009']]}
Bénabou,http://zotero.org/groups/1051264/items/X3XUUZ3G,La résistance africaine à la romanisation,{'date-parts': [['1976']]}
Ben Moussa,http://zotero.org/groups/1051264/items/R9T8VJCZ,Remarques sur la céramique de surfacede Hr Bloul,{'date-parts': [['2003']]}
Ben Baaziz,http://zotero.org/groups/1051264/items/RM842HNG,L'occupation humaine de la region de Ksar Tlili 068,{'date-parts': [['2001']]}
Bellah,http://zotero.org/groups/1051264/items/K9T3JTAD,What is axial about the axial age?,{'date-parts': [['2005']]}
Beckwith,http://zotero.org/groups/1051264/items/3NWT33RB,Empires of the silk road: A history of central Eurasia from the Bronze Age to the present,{'date-parts': [['2009']]}
Becker,http://zotero.org/groups/1051264/items/2IKXN72A,Christian Society,{'date-parts': [['2011']]}
Beard,http://zotero.org/groups/1051264/items/4A8FDSDD,Religions of Rome,{'date-parts': [['1998']]}
Beard,http://zotero.org/groups/1051264/items/272ZQEIT,"Religions of Rome 2, 2,",{'date-parts': [['1998']]}
Baumard,http://zotero.org/groups/1051264/items/NHCB44MU,What changed during the axial age: Cognitive styles or reward systems?,{'date-parts': [['2015']]}
Bastien,http://zotero.org/groups/1051264/items/A3P82XQ5,La trouvaille de Guiscard (monnaies de bronze de Postume),{'date-parts': [['1962']]}
Baskin,http://zotero.org/groups/1051264/items/A53A9THS,The Axial Ages of World History: Lessons for the 21st Century,{'date-parts': [['2014']]}
Barzel,http://zotero.org/groups/1051264/items/HS522DX2,Economic analysis of property rights,{'date-parts': [['1997']]}
Barro,http://zotero.org/groups/1051264/items/G67MSC5F,Determinants of democracy,{'date-parts': [['1999']]}
Barnes,http://zotero.org/groups/1051264/items/7RE5PBE4,Agents for change: civil society roles in preventing war & building peace,{'date-parts': [['2006']]}
Baltagi,http://zotero.org/groups/1051264/items/IQR8NRSQ,Econometrics,{'date-parts': [['2011']]}
Baines,http://zotero.org/groups/1051264/items/N7SGK6NQ,"Order, legitimacy, and wealth in ancient Egypt and Mesopotamia",{'date-parts': [['1998']]}
Auyang,http://zotero.org/groups/1051264/items/8DBE5K47,The dragon and the eagle: the rise and fall of the Chinese and Roman empires,{'date-parts': [['2014']]}
Aubert,http://zotero.org/groups/1051264/items/GKMVEEFX,"Business managers in ancient Rome: a social and economic study of Institores, 200 B.C.-A.D. 250",{'date-parts': [['1994']]}
Atran,http://zotero.org/groups/1051264/items/RI4ZHNCZ,The Devoted Actor: Unconditional Commitment and Intractable Conflict across Cultures,{'date-parts': [['2016']]}
Assmann,http://zotero.org/groups/1051264/items/IIVV9F7F,"Of God and Gods : Egypt, Israel, and the rise of monotheism",{'date-parts': [['2008']]}
Assmann,http://zotero.org/groups/1051264/items/WIQ7BUFN,State and religion in the New Kingdom,{'date-parts': [['1989']]}
Ascione,http://zotero.org/groups/1051264/items/W8U8GDRX,"The great convergence: science, modernity and the dilemmas of ethnocentrism",{'date-parts': [['2016']]}
Arroyo Abad,http://zotero.org/groups/1051264/items/GW7F5FE2,Growth under extractive institutions? Latin American per capita GDP in colonial times,{'date-parts': [['2014']]}
Aoki,http://zotero.org/groups/1051264/items/E29B4C3M,Toward a comparative institutional analysis,{'date-parts': [['2001']]}
Andreau,http://zotero.org/groups/1051264/items/B67SSRP7,Banking and business in the Roman world,{'date-parts': [['1999']]}
Andreau,http://zotero.org/groups/1051264/items/9ZSMWDXT,Twenty Years After Moses I. Finley's The Ancient Economyi,{'date-parts': [['2002']]}
Ando,http://zotero.org/groups/1051264/items/SW39FXNW,Roman Religion,{'date-parts': [['2003']]}
Allen,http://zotero.org/groups/1051264/items/245ANNRG,The British industrial revolution in global perspective,{'date-parts': [['2009']]}
Allchin,http://zotero.org/groups/1051264/items/U7E8PF2F,The Archaeology of Early Historic South Asia: The Emergence of Cities and States,{'date-parts': [['1995']]}
